agency_item_id,state,agency,item_code,official_description,official_abbreviated_description,official_unit,canonical_item_id
co_cdot_627-02012,CO,CDOT,627-02012,Preformed Plastic Pavement Marking (Type II)(Inlaid) (Install Only),Prfm Plstic Pvmt Mkg(TY II)(Inld)(Instl),SF,
co_cdot_627-30105,CO,CDOT,627-30105,Pavement Marking Paint (Word-Symbol),Pvmt Mkg Paint (WS),SF,
co_cdot_627-30110,CO,CDOT,627-30110,Pavement Marking Paint (Xwalk-Stop Line),Pvmt Mkg Paint (XS),SF,
co_cdot_627-30205,CO,CDOT,627-30205,Thermoplastic Pavement Marking (Word-Symbol),Thermoplastic Pvmt Mkg (WS),SF,
co_cdot_627-30210,CO,CDOT,627-30210,Thermoplastic Pavement Marking (Xwalk-Stopline),Thermoplastic Pvmt Mkg (XS),SF,
co_cdot_627-30305,CO,CDOT,627-30305,Preformed Plastic Pavement Marking (60 Mil) (Word- Symbol),Plastic Pvmt Mkg (60 Mil) (WS),SF,
co_cdot_627-30310,CO,CDOT,627-30310,Preformed Plastic Pavement Marking (60 Mil) (Xwalk- Stop Line),Plastic Pvmt Mkg (60 Mil) (XS),SF,
co_cdot_627-30323,CO,CDOT,627-30323,Preformed Plastic Pavement Marking (Word- Symbol)(Type I)(Inlaid),Preform Plastic Pvmt Mkg (WS)(Typ I)(In),SF,
co_cdot_627-30324,CO,CDOT,627-30324,Preformed Plastic Pavement Marking (Word-Symbol) (Type I),Preform Plastic Pvmt Mkg (WS) (TY I),SF,
co_cdot_627-30326,CO,CDOT,627-30326,Preformed Plastic Pavement Marking (Word - Symbol) (Type II),Preform Plastic Pvmt Mkg (WS) (Ty II),SF,
co_cdot_627-30327,CO,CDOT,627-30327,Preformed Plastic Pavement Marking (Word-Symbol) (Type III),Preform Plastic Pvmt Mkg (WS) (Ty III),SF,
co_cdot_627-30328,CO,CDOT,627-30328,Preformed Plastic Pavement Marking (XWalk-Stop Line)(Type I)(Inlaid),Pre Plastic Pvmt Mkg (XWalk)(Typ1)(In),SF,
co_cdot_627-30329,CO,CDOT,627-30329,Preformed Plastic Pavement Marking (Xwalk-Stop Line) (Type I),Preform Plastic Pvmt Mkg (XS) (TY I),SF,
co_cdot_627-30331,CO,CDOT,627-30331,Preformed Plastic Pavement Marking (Xwalk - Stop Line) (Type II),Preform Plastic Pvmt Mkg (XS) (Ty II),SF,
co_cdot_627-30332,CO,CDOT,627-30332,Preformed Plastic Pavement Marking (Xwalk-Stop Line) (Type III),Preform Plastic Pvmt Mkg (XS) (Ty III),SF,
co_cdot_627-30405,CO,CDOT,627-30405,Preformed Thermoplastic Pavement Marking (Word- Symbol),Preform Thermoplastic Pvmt Mkg (WS),SF,
co_cdot_627-30406,CO,CDOT,627-30406,Preformed Thermoplastic Pvmt Mkg (Word- Symbol)(Install Only),Inst Preform Thermoplastic Pvmt Mkg,SF,
co_cdot_627-30407,CO,CDOT,627-30407,Preformed Thermoplastic Pavement Marking (Word- Symbol) (Special),Preform Thermoplastic Pvmt Mkg,SF,
co_cdot_627-30408,CO,CDOT,627-30408,Preformed Thermoplastic Pavement Marking (Shield),Pre Thermo Pvmt Mkg (Shield),SF,
co_cdot_627-30410,CO,CDOT,627-30410,Preformed Thermoplastic Pavement Marking (Xwalk- Stop Line),Preform Thermoplastic Pvmt Mkg (XS),SF,
co_cdot_627-30411,CO,CDOT,627-30411,Preformed Thermoplastic Pavement Marking (Xwalk- Stop Line) (Special),Preform Thermoplastic Pvmt Mkg (XS)(Sp),SF,
co_cdot_627-30412,CO,CDOT,627-30412,Preformed Thermoplastic Pavement Marking (Xwalk- Stop Line) (Install Only),Pre Thermo Pvmt Mkg (XS) (Install Only),SF,
co_cdot_627-40000,CO,CDOT,627-40000,Methyl Methacrylate Pavement Marking,Methyl Methacrylate Pvmt Mkg,GAL,
co_cdot_627-40003,CO,CDOT,627-40003,Methyl Methacrylate Pavement Marking (Inlaid),Methyl Methacrylate Pvmt Mkg (Inlaid),SF,
co_cdot_627-40010,CO,CDOT,627-40010,Methyl Methacrylate Pavement Marking (Word Symbol),Methyl Methac Pvmt Mkg (WS),SF,
co_cdot_627-40011,CO,CDOT,627-40011,Methyl Methacrylate Pavement Marking (X Walk Stop Line),Methyl Methac Pvmt Mkg (XS),SF,
co_cdot_627-40012,CO,CDOT,627-40012,Methyl Methacrylate Pavement Marking (Word Symbol)(Inlaid),Methyl Methac Pvmt Mkg (WS)(In),SF,
co_cdot_627-40013,CO,CDOT,627-40013,Methyl Methacrylate Pavement Marking (X Walk Stop line)(Inlaid),Methyl Methac Pvmt Mkg (XS)(In),SF,
co_cdot_627-40015,CO,CDOT,627-40015,Methyl Methacrylate Pavement Marking (Colored)(Inlaid),Methyl Methac Pvmt Mkg (Colored)(In),GAL,
co_cdot_627-50000,CO,CDOT,627-50000,Stimsonite Pavement Marking,Stimsonite Pvmt Mkg,SF,
co_cdot_628-00001,CO,CDOT,628-00001,Bridge Girder and Deck Unit,Brdg Girder + Deck Unit,EACH,
co_cdot_628-00005,CO,CDOT,628-00005,Bridge Girder and Deck Unit (5 Feet to 10 Feet),Brdg Girder + Deck Unit (5-10),EACH,
co_cdot_628-00030,CO,CDOT,628-00030,Bridge Girder and Deck Unit (30 Feet to 35 Feet),Brdg Girder + Deck Unit (30-35),EACH,
co_cdot_628-00040,CO,CDOT,628-00040,Bridge Girder and Deck Unit (40 Feet to 45 Feet),Brdg Girder + Deck Unit (40-45),EACH,
co_cdot_628-00045,CO,CDOT,628-00045,Bridge Girder and Deck Unit (45 Feet to 50 Feet),Brdg Girder + Deck Unit (45-50),EACH,
co_cdot_628-00050,CO,CDOT,628-00050,Bridge Girder and Deck Unit (50 Feet to 55 Feet),Brdg Girder + Deck Unit (50-55),EACH,
co_cdot_628-00060,CO,CDOT,628-00060,Bridge Girder and Deck Unit (60 Feet to 65 Feet),Brdg Girder + Deck Unit (60-65),EACH,
co_cdot_628-00075,CO,CDOT,628-00075,Bridge Girder and Deck Unit (75 Feet to 80 Feet),Brdg Girder + Deck Unit (75-80),EACH,
co_cdot_628-00080,CO,CDOT,628-00080,Bridge Girder and Deck Unit (80 Feet to 85 Feet),Brdg Girder + Deck Unit (80-85),EACH,
co_cdot_628-00085,CO,CDOT,628-00085,Bridge Girder and Deck Unit (85 Feet to 90 Feet),Brdg Girder + Deck Unit (85-90),EACH,
co_cdot_628-00090,CO,CDOT,628-00090,Bridge Girder and Deck Unit (90 Feet to 95 Feet),Brdg Girder + Deck Unit (90-95),EACH,
co_cdot_628-00100,CO,CDOT,628-00100,Bridge Girder and Deck Unit (100 Feet to 105 Feet),Brdg Girder + Deck Unit (100-105),EACH,
co_cdot_628-00110,CO,CDOT,628-00110,Bridge Girder and Deck Unit (110 Feet to 115 Feet),Brdg Girder + Deck Unit (110-115),EACH,
co_cdot_628-00115,CO,CDOT,628-00115,Bridge Girder and Deck Unit (115 Feet to 120 Feet),Brdg Girder + Deck Unit (115-120),EACH,
co_cdot_628-00120,CO,CDOT,628-00120,Bridge Girder and Deck Unit (120 Feet to 125 Feet),Bridge Girder and Deck Unit (120-125),EACH,
co_cdot_628-00130,CO,CDOT,628-00130,Bridge Girder and Deck Unit (130 Feet to 135 Feet),Brdg Girder + Deck Unit (130-135),EACH,
co_cdot_628-00135,CO,CDOT,628-00135,Bridge Girder and Deck Unit (135 Feet to 140 Feet),Brdg Girder+Deck Unit (135-140),EACH,
co_cdot_628-00140,CO,CDOT,628-00140,Bridge Girder and Deck Unit (140 Feet to 145 Feet),Brdg Girder+Deck Unit (140-145),EACH,
co_cdot_628-00180,CO,CDOT,628-00180,Bridge Girder and Deck Unit (180 Feet to 185 Feet),Bridge Girder and Deck Unit (180-185),EACH,
co_cdot_628-00185,CO,CDOT,628-00185,Bridge Girder and Deck Unit (185 Feet to 190 Feet),Brdg Girder + Deck Unit (185-190),EACH,
co_cdot_628-00210,CO,CDOT,628-00210,Bridge Girder and Deck Unit (210 Feet to 215 Feet),Brdg Girder + Deck Unit (210-215),EACH,
co_cdot_628-00215,CO,CDOT,628-00215,Bridge Girder and Deck Unit (215 Feet to 220 Feet),Brdg Girder + Deck Unit (215-220),EACH,
co_cdot_629-01001,CO,CDOT,629-01001,Survey Monument (Type 1),Survey Monument (Ty 1),EACH,
co_cdot_629-01002,CO,CDOT,629-01002,Survey Monument (Type 2),Survey Monument (Ty 2),EACH,
co_cdot_629-01003,CO,CDOT,629-01003,Survey Monument (Type 3),Survey Monument (Ty 3),EACH,
co_cdot_629-01004,CO,CDOT,629-01004,Survey Monument (Type 4),Survey Monument (Ty 4),EACH,
co_cdot_629-01005,CO,CDOT,629-01005,Survey Monument (Type 5),Survey Monument (Ty 5),EACH,
co_cdot_629-01006,CO,CDOT,629-01006,Survey Monument (Type 6),Survey Monument (Ty 6),EACH,
co_cdot_629-01011,CO,CDOT,629-01011,Survey Monument (Type 1A),Survey Monument (Ty 1A),EACH,
co_cdot_629-01021,CO,CDOT,629-01021,Survey Monument (Type 2A),Survey Monument (Ty 2A),EACH,
co_cdot_629-01031,CO,CDOT,629-01031,Survey Monument (Type 3A),Survey Monument (Ty 3A),EACH,
co_cdot_629-01041,CO,CDOT,629-01041,Survey Monument (Special),Survey Mont (Special),EACH,
co_cdot_629-01050,CO,CDOT,629-01050,Monument Box,Monument Box,EACH,
co_cdot_629-01065,CO,CDOT,629-01065,Survey Monument (Type 5S),Survey Monument (Ty 5S),EACH,
co_cdot_629-01110,CO,CDOT,629-01110,Locate Monuments,Locate Monuments,HOUR,
co_cdot_629-01210,CO,CDOT,629-01210,Adjust Monument Box,Adjust Monument Box,EACH,
co_cdot_629-01300,CO,CDOT,629-01300,Survey Monument (Temporary),Survey Monument (Temp),EACH,
co_cdot_630-00000,CO,CDOT,630-00000,Flagging,Flagging,HOUR,
co_cdot_630-00001,CO,CDOT,630-00001,Pilot Car Operation,Pilot Car Operation,HOUR,
co_cdot_630-00003,CO,CDOT,630-00003,Uniformed Traffic Control,Uniformed Traf Ctrl,HOUR,
co_cdot_630-00004,CO,CDOT,630-00004,Traffic Control Vehicle,Traf Ctrl Vehicle,EACH,
co_cdot_630-00006,CO,CDOT,630-00006,Uniformed Traffic Control (Vehicle),Uniformed Traf Ctrl (Vehicle),HOUR,
co_cdot_630-00007,CO,CDOT,630-00007,Traffic Control Inspection,Traf Ctrl Inspection,DAY,
co_cdot_630-00009,CO,CDOT,630-00009,Traffic Control Vehicle (Truck),Traf Ctrl Vehicle (Truck),EACH,
co_cdot_630-00010,CO,CDOT,630-00010,Sign Cleaning,Sign Cleaning,HOUR,
co_cdot_630-00012,CO,CDOT,630-00012,Traffic Control Management,Traf Ctrl Mgmt,DAY,
co_cdot_630-00014,CO,CDOT,630-00014,Traffic Control Vehicle (Truck),Traf Ctrl Vehicle (Truck),HOUR,
co_cdot_630-00015,CO,CDOT,630-00015,Uniformed Traffic Control Coordination,Uniformed Traf Ctrl Coordination,HOUR,
co_cdot_630-00016,CO,CDOT,630-00016,Traffic Control (Special) LS,Traffic Control (Special) LS,L S,
co_cdot_630-00017,CO,CDOT,630-00017,Traffic Control Management (Special),Traffic Control Management (Special),DAY,
co_cdot_630-00018,CO,CDOT,630-00018,Smart Work Zone Traffic Control Management,Smart Work Zone Traffic Ctrl Mgmt,DAY,
co_cdot_630-00019,CO,CDOT,630-00019,Uniformed Traffic Control (Special),Uniformed Traffic Ctrl (Special),HOUR,
co_cdot_630-00025,CO,CDOT,630-00025,Traffic Control Vehicle,Traf Ctrl Vehicle,HOUR,
co_cdot_630-00028,CO,CDOT,630-00028,Rolling Roadblock,Rolling Roadblock Traffic Control,HOUR,
co_cdot_630-00030,CO,CDOT,630-00030,Courtesy Patrol,Courtesy Patrol,DAY,
co_cdot_630-00031,CO,CDOT,630-00031,Courtesy Patrol,Courtesy Patrol,HOUR,
co_cdot_630-00035,CO,CDOT,630-00035,Emergency Pull-off Area (Temporary),Emerg Pull-off Area (Temp),EACH,
co_cdot_630-00040,CO,CDOT,630-00040,Traffic Incident Management Plan Development,Develop Traf Incident Mgmt Plan,L S,
co_cdot_630-00041,CO,CDOT,630-00041,Traffic Incident Management Plan Implementation,Implement Traf Incident Mgmt Plan,MON,
co_cdot_630-10122,CO,CDOT,630-10122,Portable Variable Message Sign Panel (SWZ),Port Variable Message Sign Panel (SWZ),DAY,
co_cdot_630-10123,CO,CDOT,630-10123,Portable Variable Message Sign Panel (SWZ),Port Variable Message Sign Panel (SWZ),MON,
co_cdot_630-10124,CO,CDOT,630-10124,Portable Hybrid Message Board (SWZ),Port Hybrid Message Board (SWZ),DAY,
co_cdot_630-10125,CO,CDOT,630-10125,Portable Hybrid Message Board (SWZ),Port Hybrid Message Board (SWZ),MON,
co_cdot_630-72887,CO,CDOT,630-72887,Portable Microwave Vehicle Radar Detector (SWZ),Port Microwave Veh Radar Detector,DAY,
co_cdot_630-72888,CO,CDOT,630-72888,Portable Microwave Vehicle Radar Detector (SWZ),Port Microwave Veh Radar Detector,MON,
co_cdot_630-72889,CO,CDOT,630-72889,Portable Doppler Radar (SWZ),Port Doppler Radar (SWZ),DAY,
co_cdot_630-72890,CO,CDOT,630-72890,Portable Doppler Radar (SWZ),Port Doppler Radar (SWZ),MON,
co_cdot_630-80000,CO,CDOT,630-80000,Traffic Control Devices (Maintain),Traffic Control Devices (Maintain),DAY,
co_cdot_630-80001,CO,CDOT,630-80001,Flashing Beacon (Portable),Flash Beacon (Port),EACH,
co_cdot_630-80002,CO,CDOT,630-80002,Flashing Beacon (Solar),Flash Beacon (Solar),EACH,
co_cdot_630-80003,CO,CDOT,630-80003,Portable Flashing Beacon (SWZ),Portable Flashing Beacon (SWZ),EACH,
co_cdot_630-80004,CO,CDOT,630-80004,Portable Flashing Beacon (SWZ),Portable Flashing Beacon (SWZ),DAY,
co_cdot_630-80005,CO,CDOT,630-80005,Portable Flashing Beacon (SWZ),Portable Flashing Beacon (SWZ),MON,
co_cdot_630-80305,CO,CDOT,630-80305,Flagging Station Light,Flagging Station Light,EACH,
co_cdot_630-80310,CO,CDOT,630-80310,Automated Flagging Assistance Device,Automated Flagging Assistance Device,EACH,
co_cdot_630-80311,CO,CDOT,630-80311,Automated Flagging Assistance Device,Automated Flagging Assistance Device,DAY,
co_cdot_630-80312,CO,CDOT,630-80312,Automated Flagging Assistance Device (SWZ),Automated Flagging Assist Device (SWZ),DAY,
co_cdot_630-80313,CO,CDOT,630-80313,Automated Flagging Assistance Device (SWZ),Automated Flagging Assist Device (SWZ),MON,
co_cdot_630-80331,CO,CDOT,630-80331,Barricade (Type 3 F-A) (Temporary),Barricade (3 F-A) (Temp),EACH,
co_cdot_630-80334,CO,CDOT,630-80334,Barricade (Type 3 F-D) (Temporary),Barricade (3 F-D) (Temp),EACH,
co_cdot_630-80335,CO,CDOT,630-80335,Barricade (Type 3 M-A) (Temporary),Barricade (3 M-A) (Temp),EACH,
co_cdot_630-80336,CO,CDOT,630-80336,Barricade (Type 3 M-B) (Temporary),Barricade (3 M-B) (Temp),EACH,
co_cdot_630-80337,CO,CDOT,630-80337,Barricade (Type 3 M-C) (Temporary),Barricade (3 M-C) (Temp),EACH,
co_cdot_630-80338,CO,CDOT,630-80338,Barricade (Type 3 M-D) (Temporary),Barricade (3 M-D) (Temp),EACH,
co_cdot_630-80340,CO,CDOT,630-80340,Pedestrian Barricade (ADA),Pedestrian Barricade (ADA),LF,
co_cdot_630-80341,CO,CDOT,630-80341,Construction Traffic Sign (Panel Size A),Const Traf Sign (A),EACH,
co_cdot_630-80342,CO,CDOT,630-80342,Construction Traffic Sign (Panel Size B),Const Traf Sign (B),EACH,
co_cdot_630-80343,CO,CDOT,630-80343,Construction Traffic Sign (Panel Size C),Const Traf Sign (C),EACH,
co_cdot_630-80344,CO,CDOT,630-80344,Construction Traffic Sign (Special),Const Traf Sign (Spec),SF,
co_cdot_630-80345,CO,CDOT,630-80345,Vehicle Mounted Message Sign Panel (Furnish Only),Furn Vehicle Mnted Mesg Sign Pnl,EACH,
co_cdot_630-80346,CO,CDOT,630-80346,Construction Traffic Sign (Panel Size B) (SWZ),Const Traffic Sign (Size B) (SWZ),EACH,
co_cdot_630-80347,CO,CDOT,630-80347,Construction Traffic Sign (Panel Size C) (SWZ),Const Traffic Sign (Size C) (SWZ),EACH,
co_cdot_630-80348,CO,CDOT,630-80348,Construction Information Sign,Const Info Sign,EACH,
co_cdot_630-80349,CO,CDOT,630-80349,Construction Traffic Sign (Panel Size A) (SWZ),Const Traffic Sign (Size A) (SWZ),EACH,
co_cdot_630-80350,CO,CDOT,630-80350,Vertical Panel,Vert Panel,EACH,
co_cdot_630-80351,CO,CDOT,630-80351,Vertical Panel (Plastic),Vert Panel (Plastic),EACH,
co_cdot_630-80353,CO,CDOT,630-80353,Vertical Panel (With Light) (Flashing),Vert Panel (Light) (F),EACH,
co_cdot_630-80354,CO,CDOT,630-80354,Vertical Panel (With Light) (Steady Burn),Vert Panel (Light) (SB),EACH,
co_cdot_630-80355,CO,CDOT,630-80355,Portable Message Sign Panel,Port Mesg Panel,EACH,
co_cdot_630-80356,CO,CDOT,630-80356,Advance Warning Flashing or Sequencing Arrow Panel (A Type),Flash Arrow Panel (A Ty),EACH,
co_cdot_630-80357,CO,CDOT,630-80357,Advance Warning Flashing or Sequencing Arrow Panel (B Type),Flash Arrow Panel (B Ty),EACH,
co_cdot_630-80358,CO,CDOT,630-80358,Advance Warning Flashing or Sequencing Arrow Panel (C Type),Flash Arrow Panel (C Ty),EACH,
co_cdot_630-80359,CO,CDOT,630-80359,Portable Message Sign Panel,Port Mesg Panel,DAY,
co_cdot_630-80360,CO,CDOT,630-80360,Drum Channelizing Device,Drum Channel Dev,EACH,
co_cdot_630-80361,CO,CDOT,630-80361,Drum Channelizing Device (Maintain),Drum Channelizing Device (Maintain),EACH,
co_cdot_630-80362,CO,CDOT,630-80362,Portable Traffic Speed Monitor (SWZ),Port Traffic Speed Monitor (SWZ),MON,
co_cdot_630-80363,CO,CDOT,630-80363,Drum Channelizing Device (With Light) (Flashing),Drum Channel Dev (Light) (F),EACH,
co_cdot_630-80364,CO,CDOT,630-80364,Drum Channelizing Device (With Light) (Steady Burn),Drum Channel Dev (Light) (SB),EACH,
co_cdot_630-80365,CO,CDOT,630-80365,Portable Message Sign Panel (State Furnished),Port Mesg Panel (State Furn),EACH,
co_cdot_630-80367,CO,CDOT,630-80367,Portable Traffic Speed Monitor,Port Traf Speed Monitor,EACH,
co_cdot_630-80368,CO,CDOT,630-80368,Portable Traffic Speed Monitor,Port Traf Speed Monitor,DAY,
co_cdot_630-80370,CO,CDOT,630-80370,Barrier (Temporary),Barrier (Temp),LF,
co_cdot_630-80371,CO,CDOT,630-80371,Reset Concrete Barrier (Temporary),Reset Concrete Barrier (Temp),LF,
co_cdot_630-80372,CO,CDOT,630-80372,Concrete Barrier (Temporary) (Furnish and Install),Conc Barrier (Temp) (Furnish & Install),LF,
co_cdot_630-80373,CO,CDOT,630-80373,Concrete Barrier (Temporary)(Remove),Concrete Barrier (Temporary)(Remove),LF,
co_cdot_630-80374,CO,CDOT,630-80374,Advance Warning Flashing / Sequencing Arrow Panel (A Type) (SWZ),Adv Warn Flash / Seq Arw Pnl (A) (SWZ),MON,
co_cdot_630-80375,CO,CDOT,630-80375,Concrete Barrier (Temporary) (Install Only),Inst Conc Barrier (Temp),LF,
co_cdot_630-80377,CO,CDOT,630-80377,Portable Water Filled Barrier (Temporary),Port Water Filled Barrier (Temp),LF,
co_cdot_630-80378,CO,CDOT,630-80378,Glare Screen (Temporary),Glare Screen (Temp),LF,
co_cdot_630-80380,CO,CDOT,630-80380,Traffic Cone,Traffic Cone,EACH,
co_cdot_630-80382,CO,CDOT,630-80382,Portable Variable Speed Limit Sign (SWZ),Port Variable Speed Limit Sign (SWZ),DAY,
co_cdot_630-80383,CO,CDOT,630-80383,Portable Variable Speed Limit Sign (SWZ),Port Variable Speed Limit Sign (SWZ),MON,
co_cdot_630-80384,CO,CDOT,630-80384,Tubular Marker,Tubular Marker,EACH,
co_cdot_630-80385,CO,CDOT,630-80385,Lane Divider (Temporary),Lane Divider (Temp),EACH,
co_cdot_630-80386,CO,CDOT,630-80386,Advance Warning Flashing / Sequencing Arrow Panel (A Type) (SWZ),Adv Warn Flash / Seq Arw Pnl (A) (SWZ),DAY,
co_cdot_630-80387,CO,CDOT,630-80387,Advance Warning Flashing / Sequencing Arrow Panel (B Type) (SWZ),Adv Warn Flash / Seq Arw Pnl (B) (SWZ),DAY,
co_cdot_630-80388,CO,CDOT,630-80388,Advance Warning Flashing / Sequencing Arrow Panel (C Type) (SWZ),Adv Warn Flash / Seq Arw Pnl (C) (SWZ),DAY,
co_cdot_630-80389,CO,CDOT,630-80389,Advance Warning Flashing / Sequencing Arrow Panel (C Type) (SWZ),Adv Warn Flash / Seq Arw Pnl (C) (SWZ),MON,
co_cdot_630-80390,CO,CDOT,630-80390,Channelizing Device (Special),Channel Dev (Spec),EACH,
co_cdot_630-80391,CO,CDOT,630-80391,Channelizing Device (Fixed),Channel Dev (Fixed),EACH,
co_cdot_630-80392,CO,CDOT,630-80392,Stackable Tubular Marker,Stackable Tubular Marker,EACH,
co_cdot_630-80393,CO,CDOT,630-80393,Stackable Vertical Panels,Stackable Vertical Panels,EACH,
co_cdot_630-80394,CO,CDOT,630-80394,Channelizing Device (SWZ),Channelizing Device (SWZ),EACH,
co_cdot_630-80395,CO,CDOT,630-80395,Advance Warning Flashing / Sequencing Arrow Panel (B Type) (SWZ),Adv Warn Flash / Seq Arw Pnl (B) (SWZ),MON,
co_cdot_630-80396,CO,CDOT,630-80396,Portable Traffic Speed Monitor (SWZ),Port Traffic Speed Monitor (SWZ),DAY,
co_cdot_630-80401,CO,CDOT,630-80401,Delineator (Type I) (Temporary),Delin (Ty I) (Temp),EACH,
co_cdot_630-80402,CO,CDOT,630-80402,Delineator (Type II) (Temporary),Delin (Ty II) (Temp),EACH,
co_cdot_630-80403,CO,CDOT,630-80403,Delineator (Type III) (Temporary),Delin (Ty III) (Temp),EACH,
co_cdot_630-80410,CO,CDOT,630-80410,Advance Overhead Warning Device (Chains),Adv Overhead Warn Dev (Chains),EACH,
co_cdot_630-80415,CO,CDOT,630-80415,Advanced Warning Flashing or Sequencing Panel (C Type),Adv Warn Flash or Seq Panel (C Type),DAY,
co_cdot_630-80417,CO,CDOT,630-80417,Sequential Flashing Warning Light,Seq Flashing Warning Light,EACH,
co_cdot_630-80430,CO,CDOT,630-80430,Rumble Strip (Portable),Rumble Strip (Port),EACH,
co_cdot_630-80440,CO,CDOT,630-80440,Portable Rumble Strips (Temporary),Port Rumble Strips (Temp),EACH,
co_cdot_630-80511,CO,CDOT,630-80511,Mobile Pavement Marking Zone,Mobile Pvmt Marking Zone,L S,
co_cdot_630-80520,CO,CDOT,630-80520,Mobile Pavement Marking Zone,Mobile Pvmt Mkg Zone,DAY,
co_cdot_630-80560,CO,CDOT,630-80560,Mobile Profilograph Operation Zone,Mobile Profilograph Oper Zone,L S,
co_cdot_630-80570,CO,CDOT,630-80570,Mobile Profilograph Operation Zone,Mobile Profilograph Oper Zone,DAY,
co_cdot_630-81363,CO,CDOT,630-81363,Drum Channelizing Device (With Light) (Flashing) (Maintain),Drum Chan Dev (Light) (Flashing) (Main),EACH,
co_cdot_630-81364,CO,CDOT,630-81364,Drum Channelizing Device (With Light) (Steady Burn) (Maintain),Drum Chan Dev (Light) (Steady) (Main),EACH,
co_cdot_630-85006,CO,CDOT,630-85006,Impact Attenuator (Sand Filled Plastic Barrel) (Temporary),Impact Atten (Sand Fill) (Temp),EACH,
co_cdot_630-85010,CO,CDOT,630-85010,Impact Attenuator (Temporary),Impact Atten (Temp),EACH,
co_cdot_630-85011,CO,CDOT,630-85011,Impact Attenuator (Temporary),Imp Atten (Temp),DAY,
co_cdot_630-85013,CO,CDOT,630-85013,Impact Attenuator (Temporary)(Reset Only),Impact Atten (Temp)(Reset),EACH,
co_cdot_630-85014,CO,CDOT,630-85014,Impact Attenuator (Temporary)(Remove Only),Impact Atten(Temp)(Remove),EACH,
co_cdot_630-85020,CO,CDOT,630-85020,Mobile Attenuator,Mobile Attenuator,EACH,
co_cdot_630-85040,CO,CDOT,630-85040,Impact Attenuator (Truck Mounted Attenuator) (Temporary),Impact Atten (T-M-A) (Temp),EACH,
co_cdot_630-85041,CO,CDOT,630-85041,Mobile Attenuator,Mobile Attenuator,DAY,
co_cdot_630-85115,CO,CDOT,630-85115,Impact Attenuator (Quadguard) (Temporary),Impact Atten (Quadguard) (Temp),EACH,
co_cdot_630-86100,CO,CDOT,630-86100,River Safety Net,River Safety Net,EACH,
co_cdot_630-86250,CO,CDOT,630-86250,Portable Ramp Meter (SWZ),Port Ramp Meter (SWZ),DAY,
co_cdot_630-86251,CO,CDOT,630-86251,Portable Ramp Meter (SWZ),Port Ramp Meter (SWZ),MON,
co_cdot_630-86742,CO,CDOT,630-86742,Portable Weather Monitoring Station (SWZ),Port Weather Monitoring Station (SWZ),DAY,
co_cdot_630-86743,CO,CDOT,630-86743,Portable Weather Monitoring Station (SWZ),Port Weather Monitoring Station (SWZ),MON,
co_cdot_630-86801,CO,CDOT,630-86801,Traffic Signal (Temporary),Traffic Signal (Temp),L S,
co_cdot_630-86802,CO,CDOT,630-86802,Traffic Signal (Temporary),Traffic Signal (Temporary),DAY,
co_cdot_630-86810,CO,CDOT,630-86810,Traffic Signal (Temporary),Traffic Signal (Temp),EACH,
co_cdot_630-86821,CO,CDOT,630-86821,Portable Traffic Signal (SWZ),Port Traffic Signal (SWZ),DAY,
co_cdot_630-86822,CO,CDOT,630-86822,Portable Traffic Signal (SWZ),Port Traffic Signal (SWZ),MON,
co_cdot_630-87000,CO,CDOT,630-87000,Temporary Highway Advisory Radio Transmitter,Temp Hwy Advisory Radio Transmitter,EACH,
co_cdot_630-87001,CO,CDOT,630-87001,Portable Highway Advisory Radio Transmitter (SWZ),PHAR Transmitter (SWZ),DAY,
co_cdot_630-87002,CO,CDOT,630-87002,Portable Highway Advisory Radio Transmitter (SWZ),PHAR Transmitter (SWZ),MON,
co_cdot_630-87320,CO,CDOT,630-87320,Portable Closed Circuit Television (CCTV) (SWZ),Portable CCTV (SWZ),DAY,
co_cdot_630-87321,CO,CDOT,630-87321,Portable Closed Circuit Television (SWZ),Portable CCTV (SWZ),MON,
co_cdot_630-88001,CO,CDOT,630-88001,Work Zone Intrusion Alarm System,Work Zone Intrusion Alarm System,DAY,
co_cdot_630-88003,CO,CDOT,630-88003,Smart Work Zone System,Smart Work Zone System,DAY,
